"index","type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","keywords","url","Link"
"129","proceedings","tbep0804","Tampa Bay Tidal Rivers and Streams: Presentations from a Workshop held June 23, 2004","Workshop participants","2004","NA","NA","NA","NA","NA","NA","Presentations by workshop participants","St. Petersburg, Florida","NA","#08-04","water quality, fish and wildlife, monitoring, program guidance, regulations","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_08_04_Tidal_Rivers_Worskshop.zip","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_08_04_Tidal_Rivers_Worskshop.zip"">View Document</a>"
"128","techreport","tbep0103","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2002 Data","A. Janicki, R. Pribble, M. Winowitch","2003","NA","#01-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_01_03Decision_Rule2002.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_01_03Decision_Rule2002.pdf"">View Document</a>"
"127","techreport","tbep0203","Evaluation of Changes in Total Nitrogen Loadings to Tampa Bay due to Expected Nitrogen Air Emissions Reductions","R. Pribble, A. Janicki, and M. Winowitch","2003","NA","#02-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, nitrogen, modelling, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_02_03AtmosDepEmissions.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_02_03AtmosDepEmissions.pdf"">View Document</a>"
"126","techreport","tbep0303","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program through the Year 2002","W. Avery, R. Johansson","2003","NA","#03-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, bay habitats, seagrass, monitoring, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_03_03SeagrassTransects.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_03_03SeagrassTransects.pdf"">View Document</a>"
"125","techreport","tbep0403","Nitrogen Loadings to Tampa Bay: Model Based Estimates of 1998 and 2010 Loads to Major Basins, and TN Load Reduction/Preclusion Apportionment","Janicki Environmental, Inc.","2003","NA","#04-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, nitrogen, modelling, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_04_03LoadApportionment.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_04_03LoadApportionment.pdf"">View Document</a>"
"124","techreport","tbep0503","Status of Wading Bird Populations of the Hillsborough River Watershed","R.T. Paul","2003","NA","#05-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, bay habitats, monitoring, citizen science, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_05_03%20WadingBirds.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_05_03%20WadingBirds.pdf"">View Document</a>"
"123","techreport","tbep0603","Tampa Bay Benthic Monitoring Program Redesign Assessment","Janicki Environmental, Inc.","2003","NA","#06-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, monitoring, fish and wildlife, status and trends, contaminants","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_06_03BenthicMonitoringRedesign.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_06_03BenthicMonitoringRedesign.pdf"">View Document</a>"
"122","techreport","tbep0703","Report from the Local Rule Review Committee for Tampa Bay","Tampa Bay Estuary Program","2003","NA","#07-03","NA","NA","NA","NA","Prepared for the Florida Fish and Wildlife Conservation Commission by the Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, regulations, program guidance, public access, recreation","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_07_03ManateeLRRC.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_07_03ManateeLRRC.pdf"">View Document</a>"
"121","techreport","tbep0803","Atmospheric Concentrations and Dry Deposition Rates of Polycyclic Aromatic Hydrocarbons (PAHs) for Tampa Bay, Florida, USA","N. Poor, R. Tremblay, H. Kay, V. Bhethanabotla, E. Swartz, M. Luther, S. Campbell","2003","NA","#08-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","contaminants, monitoring, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_08_03Dep_PAHs.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_08_03Dep_PAHs.pdf"">View Document</a>"
"120","proceedings","tbep0903","Submerged Aquatic Habitat Restoration in Estuaries: Issues, Options and Priorities: Workshop Presentations and Abstracts","Workshop participants","2003","NA","NA","NA","NA","NA","NA","Workshops March 11-13, 2003","Mote Marine Laboratory, Sarasota, Florida","NA","#09-03","seagrass, restoration, bay habitats, water quality, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_09_03-Submerged%20Aquatic%20Habitat%20Restoration.zip","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_09_03-Submerged%20Aquatic%20Habitat%20Restoration.zip"">View Document</a>"
"119","techreport","tbep1003","Evaluation of Alternative Methods of Achieving Sediment Quality Targets","K. Hackett, A. Janicki, R. Pribble","2003","NA","#10-03","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, contaminants, restoration, fish and wildlife, shellfish","https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_10_03AlternativeSedQualMethods.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2003/TBEP_10_03AlternativeSedQualMethods.pdf"">View Document</a>"
"118","techreport","tbep0102","Status of Tampa Bay Sediments: Polycyclic Aromatic Hydrocarbons, Organochlorine Pesticides, and Polychlrorinated Biphenyls (1993 and 1995-1999)","S.A. Grabe, J.Barron","2002","NA","#01-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, contaminants, monitoring, stormwater, bay habitats","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_01_02-PAHs.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_01_02-PAHs.pdf"">View Document</a>"
"117","proceedings","tbep0202","Water Budget Workshop for Tampa Bay: Presentations and Workshop Summary, December 4-5, 2001","H. Greening, M. Cladas","2002","NA","NA","NA","NA","NA","NA","Workshop proceedings","St. Petersburg, Florida","NA","#02-02","pollutant loading, stormwater, program guidance, assessment, regulations","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_02_02WaterBudSum.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_02_02WaterBudSum.pdf"">View Document</a>"
"116","techreport","tbep0302","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2001 Data","A. Janicki, R. Pribble","2002","NA","#03-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_03_02DeciRule2001.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_03_02DeciRule2001.pdf"">View Document</a>"
"115","proceedings","tbep0402","Seagrass Management: It's Not Just Nutrients!","H. Greening","2002","NA","NA","NA","NA","NA","NA","Proceedings of a Symposium August 22-24, 2000","St. Petersburg, Florida","NA","#04-02","seagrass, restoration, bay habitats, water quality, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_04_02Notnutrients.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_04_02Notnutrients.pdf"">View Document</a>"
"114","techreport","tbep0502","Tampa Bay Sediment Quality Targets Physical Parameters Assessment","Janicki Environmental, Inc.","2002","NA","#05-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, monitoring, fish and wildlife, status and trends, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_05_02PhysicalSed-2002.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_05_02PhysicalSed-2002.pdf"">View Document</a>"
"113","techreport","tbep0602","Tampa Bay Baywide Environmental Monitoring Report","R.J. Pribble, A. J. Janicki, H. Greening, eds","2003","NA","#06-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","monitoring, bay habitats, water quality, fish and wildlife, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_06_02BEMR.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_06_02BEMR.pdf"">View Document</a>"
"112","techreport","tbep0702","Evaluating the Effects of Offshore Sandbars on Seagrass Recovery and Restoration in Tampa Bay Through Ecological Forecasting and Hindcasting of Exposure to Waves","M.S. Fonseca, B.D. Robbins, P.E. Whitfield, L.Woods, P.Clinton","2002","NA","#07-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, seagrass, restoration, modelling, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_07_02SeagrassWaveExposure.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_07_02SeagrassWaveExposure.pdf"">View Document</a>"
"111","techreport","tbep0802","Atmospheric Deposition of Nitrogen and Air Toxins to the Tampa Bay Estuary","N. Poor","2002","NA","#08-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, nitrogen, modelling, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_08_02AtmDep-FinalReport.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_08_02AtmDep-FinalReport.pdf"">View Document</a>"
"110","techreport","tbep0902","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program Through the Year 2001","W. Avery, R. Johansson","2002","NA","#09-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, bay habitats, monitoring, restoration, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_09_02SeagrassTransect.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_09_02SeagrassTransect.pdf"">View Document</a>"
"109","techreport","tbep1002","An Ecosystem-based Framework for Assessing and Managing Sediment Quality Conditions in Tampa Bay, Florida","D.D. MacDonald, D.E. Smorong, R.A. Lindskoog","2002","NA","#10-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, bay habitats, seagrass, monitoring, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_10_02SedQual.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_10_02SedQual.pdf"">View Document</a>"
"108","techreport","tbep1102","Tampa Bay Benthic Monitoring Program: Status of Hillsborough Bay: 1993-1998","S.A. Grabe, D.J. Karlen, C.M. Holden, B. Goetting, T. Dix","2002","NA","#11-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, monitoring, fish and wildlife, status and trends, contaminants","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_11_02BenthicMonitoring.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_11_02BenthicMonitoring.pdf"">View Document</a>"
"107","techreport","tbep1202","Piney Point and Bishop Harbor Monitoring Program Design","Janicki Environmental, Inc.","2002","NA","#12-02","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, contaminants, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_12_02PineyPtBishopHarbMonitor.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2002/TBEP_12_02PineyPtBishopHarbMonitor.pdf"">View Document</a>"
"106","techreport","tbep0101","Survey of the Distribution of the Marine Slime Mold Labyrinthula sp. in the seagrass Thalassia testudinum in the Tampa Bay Area, Fall 1999- Fall 2000","B. Blakesley, P. Hall, D. Berns andJ. Hyniova, M. Merello, R. Convoy","2001","NA","#01-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, assessment, restoration, water quality, pathogens","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_01_01DistributeSlimeMold.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_01_01DistributeSlimeMold.pdf"">View Document</a>"
"105","techreport","tbep0201","Tampa Bay Interagency Seagrass Monitoring Program: Seagrass Species Distribution and Coverage Along Fixed Transects 1997-2000","W.M. Avery, J.O.R. Johansson","2001","NA","#02-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, bay habitats, monitoring, restoration, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_02_01SeagrassMonitoring.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_02_01SeagrassMonitoring.pdf"">View Document</a>"
"104","techreport","tbep0301","Healthy Beaches Tampa Bay: Microbiological Monitoring of Water Quality Conditions and Public Health Impacts","J.B. Rose, J.H. Paul, M.R. McLaughlin, V.J. Harwood, S.Farrah, M.Tamplin, G.Lukasik","2001","NA","#03-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","recreation, public access, pathogens, water quality, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_03_01HealthyBeaches.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_03_01HealthyBeaches.pdf"">View Document</a>"
"103","techreport","tbep0401","An Analysis of Long-Term Trends in Tampa Bay Water Quality","A. Janicki, R. Pribble, M. Winowitch","2001","NA","#04-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, chlorophyll, nitrogen, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_04_01WQTrends.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_04_01WQTrends.pdf"">View Document</a>"
"102","techreport","tbep0501","Estimates of Total Nitrogen, Total Phosphorus, Total Suspended Solids, and Biochemical Oxygen Demand Loadings to Tampa Bay, Florida","R. Pribble, A. Janicki, H. Zarbock, S. Janicki, M. Winowitch","2001","NA","#05-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, monitoring, chlorophyll, nitrogen, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_05_01-95-98_LOADSsmall.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_05_01-95-98_LOADSsmall.pdf"">View Document</a>"
"101","techreport","tbep0601","Tampa Bay Estuary Program Model Evaluation and Update: Chlorophyll a-Light Attenuation Relationship","A. Janicki, D. Wade","2001","NA","#06-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, modelling, chlorophyll, light attenuation, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_06_01-CHL-LIGHT.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_06_01-CHL-LIGHT.pdf"">View Document</a>"
"100","techreport","tbep0701","Tampa Bay Estuary Program Model Evaluation and Update: Nitrogen Load-Chlorophyll a Relationship","A. Janicki, D. Wade","2001","NA","#07-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, chlorophyll, modelling, pollutant loading, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_07_01-TN-CHL.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_07_01-TN-CHL.pdf"">View Document</a>"
"99","techreport","tbep0801","Model-Based Estimates of Total Nitrogen Loading to Tampa Bay: Current Conditions and Updated 2010 Conditions","A. Janicki, R. Pribble, H.Zarbock, S. Janicki, M.Winowitch","2001","NA","#08-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, nitrogen, pollutant loading, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_08_01-MODEL_LOADS.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_08_01-MODEL_LOADS.pdf"">View Document</a>"
"98","techreport","tbep0901","Estimation of the Spatial and Temporal Nature of Hypoxia in Tampa Bay, Florida","A.J. Janicki, R. Pribble, M.Winowitch","2001","NA","#09-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","spatial analysis, water quality, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_09_01-HYPOXIA.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_09_01-HYPOXIA.pdf"">View Document</a>"
"97","techreport","tbep1001","Tampa Bay Estuary Program Tracking Progress Toward Its Nitrogen Management Goals: Fifth Year Assessment of Bay Water Quality Indicators and Models","A. Janicki","2001","NA","#10-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, nitrogen, chlorophyll, status and trends, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_10_01TrackingTNProgress.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_10_01TrackingTNProgress.pdf"">View Document</a>"
"96","techreport","tbep1101","Assessing the 2000 Chlorophyll a and Light Attenuation Conditions in Tampa Bay: Tracking Progress Toward TBEP Goals","A. Janicki, R. Pribble","2001","NA","#11-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","chlorophyll, light attenuation, seagrass, status and trends, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_11_01DecisionRule-2000.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_11_01DecisionRule-2000.pdf"">View Document</a>"
"95","techreport","tbep1201","Survey Research on Florida Boaters and Manatee Management","S.Jacobson, S. Aipanjiguly","2000","NA","#12-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","recreation, fish and wildlife, education, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_12_01BoatersManatees.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_12_01BoatersManatees.pdf"">View Document</a>"
"94","techreport","tbep1301","Survey of the Distribution of the Marine Slime Mold Labyrinthula sp. in the seagrass Thalassia testudinum in the Tampa Bay Area, Fall 1999-Fall 2000","B. Blakesley, P. Hall, D. Berns, J. Hyniova, M. Merello, R. Conroy","2001","NA","#13-01","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, seagrass, pathogens","https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_13_01-Slime_Mold.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2001/TBEP_13_01-Slime_Mold.pdf"">View Document</a>"
"93","techreport","tbep0100","Dredged Material Management Strategy: Tampa Bay, Florida","U.S. Army Corps of Engineers","2000","NA","#01-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","dredging, bay habitats, shipping","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_01_00DredgeMgmt.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_01_00DredgeMgmt.pdf"">View Document</a>"
"92","techreport","tbep0200","Evaluation of the Tools Available to Assess the Potential Impacts of Unplanned Pollutant Releases to Tampa Bay","J.R. Pribble, A. Janicki","2000","NA","#02-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, modelling, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_02_00AssmntUnplannedPollutants.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_02_00AssmntUnplannedPollutants.pdf"">View Document</a>"
"91","techreport","tbep0300","Tampa Bay Estuary Program Economic Valuation Study: Interim Report #1","A. Wynn","2000","NA","#03-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","program guidance, economic","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_03_00EconomicValuationStudy.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_03_00EconomicValuationStudy.pdf"">View Document</a>"
"90","techreport","tbep0400","Developing and Establishing a Process to Track the Status of Chlorophyll-a Concentrations and Light Attenuation to Support Seagrass Restoration Goals in Tampa Bay","A. Janicki, D.Wade, J.R. Pribble","2000","NA","#04-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","chlorophyll, light attenuation, seagrass, status and trends, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_04_00Chlor-A.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_04_00Chlor-A.pdf"">View Document</a>"
"89","techreport","tbep0500","Water Depth (MTL) at the Deep Edge of Seagrass Meadows in Tampa Bay Measured by Differential GP Phase Processing: Evaluation of the Technique","J.O.R. Johansson","2000","NA","#05-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, spatial analysis, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_05_00SeagrassWaterDepth.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_05_00SeagrassWaterDepth.pdf"">View Document</a>"
"88","techreport","tbep0600","Tampa Bay Atmospheric Deposition Study (TBADS) Final Interim Report: June 2000","N. Poor","2000","NA","#06-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_06_00TBADS.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_06_00TBADS.pdf"">View Document</a>"
"87","techreport","tbep0700","A Summary of Seagrass Coverage Data for Tampa Bay. Data Report: 1997","J.R. Pribble, M.Winowitch, A.J. Janicki","2000","NA","#07-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, seagrass, status and trends, program guidance, spatial analysis","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_07_00SeagrassCoverage.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_07_00SeagrassCoverage.pdf"">View Document</a>"
"86","techreport","tbep0800","A Summary of Emergent Vegetation Habitat Coverage Data for Tampa Bay","J.R. Pribble, M. Winowitch, D. Robison","2000","NA","#08-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, status and trends, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_08-00EmergentVegetation.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_08-00EmergentVegetation.pdf"">View Document</a>"
"85","techreport","tbep0900","Modeling of Deposition Velocities of Air Toxins","J.M. Ondov, C.B. Kidwell","2000","NA","#09-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, contaminants","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_09_00ModelingAirToxics.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_09_00ModelingAirToxics.pdf"">View Document</a>"
"84","techreport","tbep1000","Contribution of Total Nitrogen Loading to the Hillsborough River Reservoir from Crystal Springs","Ambient Ground-Water Quality Monitoring Program, Southwest Florida Water Management District","1999","NA","#10-00","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_10_00CrystalSprings.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2000/TBEP_10_00CrystalSprings.pdf"">View Document</a>"
"83","techreport","tbep0199","Alafia River Oyster Bar Restoration Demonstration Project: Final Monitoring Report","T. Cardinale, T. Ash, S. Cooper","1999","NA","#01-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","restoration, shellfish, monitoring, fish and wildlife, bay habitats","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_01_99AlafiaOysterBar.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_01_99AlafiaOysterBar.pdf"">View Document</a>"
"82","techreport","tbep0299","Tampa Bay Estuary Program Models: Loading, Empirical, and Optimization","A.J. Janicki, D.Wade","1999","NA","#02-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, pollutant loading, nitrogen, chlorophyll, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_02_99ModelUserGuide.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_02_99ModelUserGuide.pdf"">View Document</a>"
"81","techreport","tbep0399","Impacts of Atmospheric Deposition on Stormwater Quality","M.P. Timpe, R.T. Pribble","1999","NA","#03-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, stormwater, nitrogen","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_03_99AtmosDepoStrmwater.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_03_99AtmosDepoStrmwater.pdf"">View Document</a>"
"80","techreport","tbep0499","Development of Sediment Contaminant Loading Action Plan","S.K. Patel","1999","NA","#04-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, contaminants, program guidance, education, stormwater","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_04_99SedimentContamActionPlan.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_04_99SedimentContamActionPlan.pdf"">View Document</a>"
"79","techreport","tbep0599","Atmospheric Deposition Contributions to Nitrogen and Phosphorus Loadings in Tampa Bay: Intensive Wet and Dry Deposition Data Collection and Analysis August 1996-July 1998","R.J. Pribble, A.J. Janicki","1999","NA","#05-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_05_99AtmosDepoContributions.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_05_99AtmosDepoContributions.pdf"">View Document</a>"
"78","techreport","tbep0699","Mitigation Criteria for Tampa Bay","J. Beever","1999","NA","#06-99","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, regulations, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_06_99MitigationCriteria.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/1999/TBEP_06_99MitigationCriteria.pdf"">View Document</a>"
